status,matchMethod,CBR row,CBR scientific name,CBR Chinese name,CBR English name,AviList scientific name used,AviList English name,candidate scientific names,CBR notes
matched_exact,scientificName,233,Anhinga melanogaster,黑腹蛇鹈,Oriental Darter,Anhinga melanogaster,Oriental Darter,,IUCN红色名录等级由NT降为LC
matched_exact,scientificName,235,Microcarbo pygmaeus,侏鸬鹚,Pygmy Cormorant,Microcarbo pygmaeus,Pygmy Cormorant,,
matched_exact,scientificName,236,Microcarbo niger,黑颈鸬鹚,Little Cormorant,Microcarbo niger,Little Cormorant,,
matched_exact,scientificName,237,Urile urile,红脸鸬鹚,Red-faced Cormorant,Urile urile,Red-faced Cormorant,,
matched_exact,scientificName,238,Urile pelagicus,海鸬鹚,Pelagic Cormorant,Urile pelagicus,Pelagic Cormorant,,
matched_exact,scientificName,239,Phalacrocorax capillatus,暗绿背鸬鹚,Japanese Cormorant,Phalacrocorax capillatus,Japanese Cormorant,,
matched_exact,scientificName,240,Phalacrocorax carbo,普通鸬鹚,Great Cormorant,Phalacrocorax carbo,Great Cormorant,,
matched_exact,scientificName,242,Pandion haliaetus,鹗,Osprey,Pandion haliaetus,Osprey,,"英文名由Western Osprey改为Osprey（Monti et al. 2015; Monti et. al. 2018; HBW/BirdLife, Clements）"
matched_exact,scientificName,244,Elanus caeruleus,黑翅鸢,Black-winged Kite,Elanus caeruleus,Black-winged Kite,,
matched_exact,scientificName,245,Gypaetus barbatus,胡兀鹫,Lammergeier,Gypaetus barbatus,Bearded Vulture,,
matched_exact,scientificName,246,Neophron percnopterus,白兀鹫,Egyptian Vulture,Neophron percnopterus,Egyptian Vulture,,
matched_exact,scientificName,247,Pernis apivorus,鹃头蜂鹰,European Honey Buzzard,Pernis apivorus,European Honey Buzzard,,
matched_exact,scientificName,248,Pernis ptilorhynchus,凤头蜂鹰,Crested Honey-buzzard,Pernis ptilorhynchus,Crested Honey Buzzard,,
matched_exact,scientificName,249,Aviceda jerdoni,褐冠鹃隼,Jerdon's Baza,Aviceda jerdoni,Jerdon's Baza,,
matched_exact,scientificName,250,Aviceda leuphotes,黑冠鹃隼,Black Baza,Aviceda leuphotes,Black Baza,,
matched_exact,scientificName,251,Gyps bengalensis,白背兀鹫,White-rumped Vulture,Gyps bengalensis,White-rumped Vulture,,
matched_exact,scientificName,252,Gyps tenuirostris,细嘴兀鹫,Slender-billed Vulture,Gyps tenuirostris,Slender-billed Vulture,,
matched_exact,scientificName,253,Gyps himalayensis,高山兀鹫,Himalayan Vulture,Gyps himalayensis,Himalayan Vulture,,
matched_exact,scientificName,254,Gyps fulvus,兀鹫,Griffon Vulture,Gyps fulvus,Griffon Vulture,,
matched_exact,scientificName,255,Sarcogyps calvus,黑兀鹫,Red-headed Vulture,Sarcogyps calvus,Red-headed Vulture,,
matched_exact,scientificName,256,Aegypius monachus,秃鹫,Cinereous Vulture,Aegypius monachus,Cinereous Vulture,,
matched_exact,scientificName,257,Spilornis cheela,蛇雕,Crested Serpent Eagle,Spilornis cheela,Crested Serpent Eagle,,
matched_exact,scientificName,258,Circaetus gallicus,短趾雕,Short-toed Snake Eagle,Circaetus gallicus,Short-toed Snake Eagle,,
matched_exact,scientificName,259,Nisaetus cirrhatus,凤头鹰雕,Changeable Hawk-Eagle,Nisaetus cirrhatus,Changeable Hawk-Eagle,,
matched_exact,scientificName,260,Nisaetus nipalensis,鹰雕,Mountain Hawk-Eagle,Nisaetus nipalensis,Mountain Hawk-Eagle,,
matched_exact,scientificName,261,Lophotriorchis kienerii,棕腹隼雕,Rufous-bellied Eagle,Lophotriorchis kienerii,Rufous-bellied Eagle,,
matched_exact,scientificName,262,Ictinaetus malaiensis,林雕,Black Eagle,Ictinaetus malaiensis,Black Eagle,,
matched_exact,scientificName,263,Clanga clanga,乌雕,Greater Spotted Eagle,Clanga clanga,Greater Spotted Eagle,,
matched_exact,scientificName,264,Hieraaetus pennatus,靴隼雕,Booted Eagle,Hieraaetus pennatus,Booted Eagle,,
matched_exact,scientificName,265,Aquila nipalensis,草原雕,Steppe Eagle,Aquila nipalensis,Steppe Eagle,,
matched_exact,scientificName,266,Aquila heliaca,白肩雕,Eastern Imperial Eagle,Aquila heliaca,Eastern Imperial Eagle,,
matched_exact,scientificName,267,Aquila chrysaetos,金雕,Golden Eagle,Aquila chrysaetos,Golden Eagle,,
matched_exact,scientificName,268,Aquila fasciata,白腹隼雕,Bonelli's Eagle,Aquila fasciata,Bonelli's Eagle,,
matched_exact,scientificName,269,Lophospiza trivirgata,凤头鹰,Crested Goshawk,Lophospiza trivirgata,Crested Goshawk,,由Accipiter属移入重新恢复的Lophospiza属，学名由Accipiter trivirgatus改为Lophospiza trivirgata（Lerner & Mindell 2005；Mindell et al. 2018；Sangster et al.2021；Catanach et al.2024）
matched_exact,scientificName,270,Tachyspiza badia,褐耳鹰,Shikra,Tachyspiza badia,Shikra,,由Accipiter属移入重新恢复的Tachyspiza属，学名由Accipiter badius改为Tachyspiza badia（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
matched_exact,scientificName,271,Tachyspiza soloensis,赤腹鹰,Chinese Sparrowhawk,Tachyspiza soloensis,Chinese Sparrowhawk,,由Accipiter属移入重新恢复的Tachyspiza属（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
matched_exact,scientificName,272,Tachyspiza gularis,日本松雀鹰,Japanese Sparrowhawk,Tachyspiza gularis,Japanese Sparrowhawk,,由Accipiter属移入重新恢复的Tachyspiza属（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
matched_exact,scientificName,273,Tachyspiza virgata,松雀鹰,Besra,Tachyspiza virgata,Besra,,由Accipiter属移入重新恢复的Tachyspiza属，学名由Accipiter virgatus改为Tachyspiza virgata（Lerner & Mindell 2005；Mindell et al. 2018；Catanach et al.2024）。
matched_exact,scientificName,274,Accipiter nisus,雀鹰,Eurasian Sparrowhawk,Accipiter nisus,Eurasian Sparrowhawk,,
matched_exact,scientificName,275,Astur gentilis,苍鹰,Eurasian Goshawk,Astur gentilis,Eurasian Goshawk,,英文名由Northern Goshawk改为Eurasian Goshawk，由Accipiter属移入重新恢复的Astur属（Lerner & Mindell 2005；Mindell et al. 2018；Sangster et al.2021；Catanach et al.2024）
matched_exact,scientificName,276,Circus aeruginosus,白头鹞,Western Marsh Harrier,Circus aeruginosus,Western Marsh Harrier,,
matched_exact,scientificName,277,Circus spilonotus,白腹鹞,Eastern Marsh Harrier,Circus spilonotus,Eastern Marsh Harrier,,
matched_exact,scientificName,278,Circus cyaneus,白尾鹞,Hen Harrier,Circus cyaneus,Hen Harrier,,
matched_exact,scientificName,279,Circus macrourus,草原鹞,Pallid Harrier,Circus macrourus,Pallid Harrier,,
matched_exact,scientificName,280,Circus melanoleucos,鹊鹞,Pied Harrier,Circus melanoleucos,Pied Harrier,,
matched_exact,scientificName,281,Circus pygargus,乌灰鹞,Montagu's Harrier,Circus pygargus,Montagu's Harrier,,
matched_exact,scientificName,282,Milvus migrans,黑鸢,Black Kite,Milvus migrans,Black Kite,,
matched_exact,scientificName,283,Haliastur indus,栗鸢,Brahminy Kite,Haliastur indus,Brahminy Kite,,
matched_exact,scientificName,284,Haliaeetus pelagicus,虎头海雕,Steller's Sea Eagle,Haliaeetus pelagicus,Steller's Sea Eagle,,
matched_exact,scientificName,285,Haliaeetus leucoryphus,玉带海雕,Pallas's Fish Eagle,Haliaeetus leucoryphus,Pallas's Fish Eagle,,
matched_exact,scientificName,286,Haliaeetus albicilla,白尾海雕,White-tailed Eagle,Haliaeetus albicilla,White-tailed Eagle,,
matched_exact,scientificName,287,Icthyophaga leucogaster,白腹海雕,White-bellied Sea Eagle,Icthyophaga leucogaster,White-bellied Sea Eagle,,由Haliaeetus属移入重新恢复的Icthyophaga属（Mindell et al. 2018）
matched_exact,scientificName,288,Icthyophaga humilis,渔雕,Lesser Fish Eagle,Icthyophaga humilis,Lesser Fish Eagle,,由Haliaeetus属移入重新恢复的Icthyophaga属（Mindell et al. 2018）
matched_exact,scientificName,289,Butastur teesa,白眼鵟鹰,White-eyed Buzzard,Butastur teesa,White-eyed Buzzard,,
matched_exact,scientificName,290,Butastur liventer,棕翅鵟鹰,Rufous-winged Buzzard,Butastur liventer,Rufous-winged Buzzard,,
matched_exact,scientificName,291,Butastur indicus,灰脸鵟鹰,Grey-faced Buzzard,Butastur indicus,Grey-faced Buzzard,,
matched_exact,scientificName,292,Buteo lagopus,毛脚鵟,Rough-legged Buzzard,Buteo lagopus,Rough-legged Buzzard,,
matched_exact,scientificName,293,Buteo hemilasius,大鵟,Upland Buzzard,Buteo hemilasius,Upland Buzzard,,
matched_exact,scientificName,294,Buteo japonicus,普通鵟,Eastern Buzzard,Buteo japonicus,Eastern Buzzard,,
matched_exact,scientificName,295,Buteo refectus,喜山鵟,Himalayan Buzzard,Buteo refectus,Himalayan Buzzard,,
matched_exact,scientificName,296,Buteo rufinus,棕尾鵟,Long-legged Buzzard,Buteo rufinus,Long-legged Buzzard,,
matched_exact,scientificName,297,Buteo buteo,欧亚鵟,Common Buzzard,Buteo buteo,Common Buzzard,,
matched_exact,scientificName,299,Otis tarda,大鸨,Great Bustard,Otis tarda,Great Bustard,,IUCN红色名录等级由VU升为EN
matched_exact,scientificName,300,Chlamydotis macqueenii,波斑鸨,Asian Houbara,Chlamydotis macqueenii,Asian Houbara,,英文名由Macqueen's Bustard改为Asian Houbara
matched_exact,scientificName,301,Tetrax tetrax,小鸨,Little Bustard,Tetrax tetrax,Little Bustard,,
matched_exact,scientificName,303,Rallus aquaticus,西方秧鸡,Water Rail,Rallus aquaticus,Water Rail,,
matched_exact,scientificName,304,Rallus indicus,普通秧鸡,Brown-cheeked Rail,Rallus indicus,Brown-cheeked Rail,,
matched_exact,scientificName,305,Crex crex,长脚秧鸡,Corn Crake,Crex crex,Corn Crake,,
matched_exact,scientificName,306,Lewinia striata,灰胸秧鸡,Slaty-breasted Rail,Lewinia striata,Slaty-breasted Rail,,中文名由蓝胸秧鸡改为灰胸秧鸡
matched_exact,scientificName,307,Porzana porzana,斑胸田鸡,Spotted Crake,Porzana porzana,Spotted Crake,,
matched_exact,scientificName,308,Gallinula chloropus,黑水鸡,Common Moorhen,Gallinula chloropus,Common Moorhen,,
matched_exact,scientificName,309,Fulica atra,白骨顶,Eurasian Coot,Fulica atra,Eurasian Coot,,中文名由骨顶鸡改为白骨顶
unmatched,englishName,310,Porphyrio poliocephalus,紫水鸡,Grey-headed Swamphen,,,,
unmatched,englishName,311,Porphyrio indicus,黑背紫水鸡,Black-backed Swamphen,,,,
matched_exact,scientificName,312,Coturnicops exquisitus,花田鸡,Swinhoe's Rail,Coturnicops exquisitus,Swinhoe's Rail,,IUCN红色名录等级由VU降为LC
matched_exact,scientificName,313,Zapornia paykullii,斑胁田鸡,Band-bellied Crake,Zapornia paykullii,Band-bellied Crake,,
matched_exact,scientificName,314,Zapornia bicolor,棕背田鸡,Black-tailed Crake,Zapornia bicolor,Black-tailed Crake,,
matched_exact,scientificName,315,Zapornia akool,红脚田鸡,Brown Crake,Zapornia akool,Brown Crake,,中文名由红脚苦恶鸟改为红脚田鸡
matched_exact,scientificName,316,Zapornia pusilla,小田鸡,Baillon's Crake,Zapornia pusilla,Baillon's Crake,,
matched_exact,scientificName,317,Zapornia parva,姬田鸡,Little Crake,Zapornia parva,Little Crake,,
matched_exact,scientificName,318,Zapornia fusca,红胸田鸡,Ruddy-breasted Crake,Zapornia fusca,Ruddy-breasted Crake,,
matched_exact,scientificName,319,Rallina eurizonoides,白喉斑秧鸡,Slaty-legged Crake,Rallina eurizonoides,Slaty-legged Crake,,
matched_exact,scientificName,320,Rallina fasciata,红腿斑秧鸡,Red-legged Crake,Rallina fasciata,Red-legged Crake,,
matched_exact,scientificName,321,Poliolimnas cinereus,白眉田鸡,White-browed Crake,Poliolimnas cinereus,White-browed Crake,,
matched_exact,scientificName,322,Gallicrex cinerea,董鸡,Watercock,Gallicrex cinerea,Watercock,,
matched_exact,scientificName,323,Amaurornis phoenicurus,白胸苦恶鸟,White-breasted Waterhen,Amaurornis phoenicurus,White-breasted Waterhen,,
matched_exact,scientificName,325,Leucogeranus leucogeranus,白鹤,Siberian Crane,Leucogeranus leucogeranus,Siberian Crane,,
matched_exact,scientificName,326,Antigone canadensis,沙丘鹤,Sandhill Crane,Antigone canadensis,Sandhill Crane,,
matched_exact,scientificName,327,Antigone vipio,白枕鹤,White-naped Crane,Antigone vipio,White-naped Crane,,
matched_exact,scientificName,328,Antigone antigone,赤颈鹤,Sarus Crane,Antigone antigone,Sarus Crane,,
matched_exact,scientificName,329,Grus virgo,蓑羽鹤,Demoiselle Crane,Grus virgo,Demoiselle Crane,,
matched_exact,scientificName,330,Grus japonensis,丹顶鹤,Red-crowned Crane,Grus japonensis,Red-crowned Crane,,
matched_exact,scientificName,331,Grus grus,灰鹤,Common Crane,Grus grus,Common Crane,,
matched_exact,scientificName,332,Grus monacha,白头鹤,Hooded Crane,Grus monacha,Hooded Crane,,
matched_exact,scientificName,333,Grus nigricollis,黑颈鹤,Black-necked Crane,Grus nigricollis,Black-necked Crane,,
matched_exact,scientificName,335,Turnix tanki,黄脚三趾鹑,Yellow-legged Buttonquail,Turnix tanki,Yellow-legged Buttonquail,,
matched_exact,scientificName,336,Turnix suscitator,棕三趾鹑,Barred Buttonquail,Turnix suscitator,Barred Buttonquail,,
matched_exact,scientificName,337,Turnix sylvaticus,林三趾鹑,Common Buttonquail,Turnix sylvaticus,Common Buttonquail,,
matched_exact,scientificName,339,Esacus recurvirostris,大石鸻,Great Thick-knee,Esacus recurvirostris,Great Stone-curlew,,
matched_exact,scientificName,340,Burhinus oedicnemus,石鸻,Eurasian Thick-knee,Burhinus oedicnemus,Eurasian Stone-curlew,,中文名由欧石鸻恢复为传统中文名石鸻
matched_exact,scientificName,342,Haematopus ostralegus,蛎鹬,Eurasian Oystercatcher,Haematopus ostralegus,Eurasian Oystercatcher,,
matched_exact,scientificName,344,Ibidorhyncha struthersii,鹮嘴鹬,Ibisbill,Ibidorhyncha struthersii,Ibisbill,,
matched_exact,scientificName,346,Himantopus himantopus,黑翅长脚鹬,Black-winged Stilt,Himantopus himantopus,Black-winged Stilt,,
matched_exact,scientificName,347,Himantopus leucocephalus,澳洲长脚鹬,Pied Stilt,Himantopus leucocephalus,Pied Stilt,,2022年4月9日，台湾屏东，刘川
matched_exact,scientificName,348,Recurvirostra avosetta,反嘴鹬,Pied Avocet,Recurvirostra avosetta,Pied Avocet,,
matched_exact,scientificName,350,Pluvialis squatarola,灰斑鸻,Grey Plover,Pluvialis squatarola,Grey Plover,,IUCN红色名录等级由LC升为VU
matched_exact,scientificName,351,Pluvialis apricaria,欧金鸻,European Golden Plover,Pluvialis apricaria,European Golden Plover,,
matched_exact,scientificName,352,Pluvialis fulva,金斑鸻,Pacific Golden Plover,Pluvialis fulva,Pacific Golden Plover,,
matched_exact,scientificName,353,Pluvialis dominica,美洲金鸻,American Golden Plover,Pluvialis dominica,American Golden Plover,,
matched_exact,scientificName,354,Eudromias morinellus,小嘴鸻,Eurasian Dotterel,Eudromias morinellus,Eurasian Dotterel,,由Charadrius属移入Eudromias属 (dos Remedios et al. 2015; Černý & Natale 2022).
matched_exact,scientificName,355,Charadrius hiaticula,剑鸻,Common Ringed Plover,Charadrius hiaticula,Common Ringed Plover,,
matched_name_conflict_avilist_taxonomy_used,englishName,356,Charadrius dubius,金眶鸻,Little Ringed Plover,Thinornis dubius,Little Ringed Plover,Thinornis dubius,
matched_name_conflict_avilist_taxonomy_used,englishName,357,Charadrius placidus,长嘴剑鸻,Long-billed Plover,Thinornis placidus,Long-billed Plover,Thinornis placidus,
matched_exact,scientificName,358,Vanellus vanellus,凤头麦鸡,Northern Lapwing,Vanellus vanellus,Northern Lapwing,,
matched_exact,scientificName,359,Vanellus duvaucelii,距翅麦鸡,River Lapwing,Vanellus duvaucelii,River Lapwing,,
matched_exact,scientificName,360,Vanellus cinereus,灰头麦鸡,Grey-headed Lapwing,Vanellus cinereus,Grey-headed Lapwing,,
matched_exact,scientificName,361,Vanellus indicus,肉垂麦鸡,Red-wattled Lapwing,Vanellus indicus,Red-wattled Lapwing,,
matched_exact,scientificName,362,Vanellus gregarius,黄颊麦鸡,Sociable Lapwing,Vanellus gregarius,Sociable Lapwing,,
matched_exact,scientificName,363,Vanellus leucurus,白尾麦鸡,White-tailed Lapwing,Vanellus leucurus,White-tailed Lapwing,,
matched_exact,scientificName,364,Anarhynchus asiaticus,红胸鸻,Caspian Plover,Anarhynchus asiaticus,Caspian Plover,,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
matched_exact,scientificName,365,Anarhynchus veredus,东方鸻,Oriental Plover,Anarhynchus veredus,Oriental Plover,,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
matched_exact,scientificName,366,Anarhynchus atrifrons,青藏沙鸻,Tibetan Sand Plover,Anarhynchus atrifrons,Tibetan Sand Plover,,IUCN红色名录等级由NR调整为LC，将蒙古沙鸻的pamirensis、atrifrons、schaeferi亚种作为独立种青藏沙鸻Charadrius atrifrons（Wei et al. 2022）由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
matched_exact,scientificName,367,Anarhynchus mongolus,蒙古沙鸻,Siberian Sand Plover,Anarhynchus mongolus,Siberian Sand Plover,,IUCN红色名录等级由LC升为EN，英文名由Lesser Sand Plover为Siberian Sand Plover，由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
matched_exact,scientificName,368,Anarhynchus leschenaultii,铁嘴沙鸻,Greater Sand Plover,Anarhynchus leschenaultii,Greater Sand Plover,,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
matched_exact,scientificName,369,Anarhynchus alexandrinus,环颈鸻,Kentish Plover,Anarhynchus alexandrinus,Kentish Plover,,由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
matched_exact,scientificName,370,Anarhynchus dealbatus,白脸鸻,White-faced Plover,Anarhynchus dealbatus,White-faced Plover,,IUCN红色名录等级由DD调整为LC，由Charadrius属移入Anarhynchus属（dos Remedios et al. 2015; Eaton et al. 2021）
matched_exact,scientificName,372,Rostratula benghalensis,彩鹬,Greater Painted Snipe,Rostratula benghalensis,Greater Painted-snipe,,
matched_exact,scientificName,374,Hydrophasianus chirurgus,水雉,Pheasant-tailed Jacana,Hydrophasianus chirurgus,Pheasant-tailed Jacana,,
matched_exact,scientificName,375,Metopidius indicus,铜翅水雉,Bronze-winged Jacana,Metopidius indicus,Bronze-winged Jacana,,
matched_exact,scientificName,377,Numenius phaeopus,中杓鹬,Eurasian Whimbrel,Numenius phaeopus,Eurasian Whimbrel,,
matched_exact,scientificName,378,Numenius minutus,小杓鹬,Little Curlew,Numenius minutus,Little Curlew,,
matched_exact,scientificName,379,Numenius madagascariensis,大杓鹬,Eastern Curlew,Numenius madagascariensis,Far Eastern Curlew,,
