Order,Order Chinese,Family,Family English,Family Chinese,Genus,Suggested Chinese genus name,Species count in AviList sample,China range keyword species count,Example species
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Lessonia,,2,0,棕背小霸鹟 (Lessonia rufa); 萨氏小霸鹟 (Lessonia oreas)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Lophotriccus,,4,0,鳞冠侏霸鹟 (Lophotriccus pileatus); 双斑侏霸鹟 (Lophotriccus vitiosus); 长冠侏霸鹟 (Lophotriccus eulophotes)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Machetornis,,1,0,牛霸鹟 (Machetornis rixosa)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Mecocerculus,,6,0,白尾姬霸鹟 (Mecocerculus poecilocercus); 黄斑姬霸鹟 (Mecocerculus hellmayri); 白斑姬霸鹟 (Mecocerculus stictopterus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Megarynchus,,1,0,船嘴霸鹟 (Megarynchus pitangua)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Mionectes,,6,0,纹颈霸鹟 (Mionectes striaticollis); 橄榄绿纹霸鹟 (Mionectes olivaceus); 赭腹霸鹟 (Mionectes oleagineus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Mitrephanes,,2,0,橄榄色霸鹟 (Mitrephanes olivaceus); 领霸鹟 (Mitrephanes phaeocercus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Muscigralla,,1,0,短尾田霸鹟 (Muscigralla brevicauda)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Muscipipra,,1,0,剪尾灰霸鹟 (Muscipipra vetula)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Muscisaxicola,,12,0,斑嘴地霸鹟 (Muscisaxicola maculirostris); 灰顶地霸鹟 (Muscisaxicola griseus); 高山地霸鹟 (Muscisaxicola juninensis)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiarchus,,22,0,棕蝇霸鹟 (Myiarchus semirufus); 尤卡坦蝇霸鹟 (Myiarchus yucatanensis); 牙买加蝇霸鹟 (Myiarchus barbirostris)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiodynastes,,5,0,金腹大嘴霸鹟 (Myiodynastes hemichrysus); 金顶大嘴霸鹟 (Myiodynastes chrysocephalus); 比氏大嘴霸鹟 (Myiodynastes bairdii)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiopagis,,9,0,林伊拉鹟 (Myiopagis gaimardii); 乔科伊拉鹟 (Myiopagis parambae); 亚马孙伊拉鹟 (Myiopagis cinerea)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiophobus,,8,0,黄斑翅霸鹟 (Myiophobus flavicans); 橙冠斑翅霸鹟 (Myiophobus phoenicomitra); 纯色斑翅霸鹟 (Myiophobus inornatus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiornis,,4,0,角侏霸鹟 (Myiornis auricularis); 白胸侏霸鹟 (Myiornis albiventris); 黑顶侏霸鹟 (Myiornis atricapillus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiotheretes,,4,0,纹喉丛霸鹟 (Myiotheretes striaticollis); 哥伦比亚丛霸鹟 (Myiotheretes pernix); 烟色丛霸鹟 (Myiotheretes fumigatus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiotriccus,,1,0,华丽霸鹟 (Myiotriccus ornatus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Myiozetetes,,4,0,锈边短嘴霸鹟 (Myiozetetes cayanensis); 群栖短嘴霸鹟 (Myiozetetes similis); 灰顶短嘴霸鹟 (Myiozetetes granadensis)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Nengetus,,1,0,灰蒙霸鹟 (Nengetus cinereus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Neopipo,,1,0,栗红霸鹟 (Neopipo cinnamomea)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Neoxolmis,,4,0,黑顶蒙霸鹟 (Neoxolmis coronatus); 盐沼蒙霸鹟 (Neoxolmis salinarum); 锈背蒙霸鹟 (Neoxolmis rubetra)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Nephelomyias,,3,0,华丽斑翅霸鹟 (Nephelomyias pulcher); 橙斑翅霸鹟 (Nephelomyias lintoni); 赭胸斑翅霸鹟 (Nephelomyias ochraceiventris)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Nesotriccus,,4,0,白腹灰色小霸鹟 (Nesotriccus tumbezanus); 马谷白腹灰色小霸鹟 (Nesotriccus maranonicus); 科岛霸鹟 (Nesotriccus ridgwayi)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Ochthoeca,,10,0,Tumbes Tyrant (Ochthoeca salvini); 灰背唧霸鹟 (Ochthoeca cinnamomeiventris); 黑背唧霸鹟 (Ochthoeca nigrita)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Ochthornis,,1,0,淡褐唧霸鹟 (Ochthornis littoralis)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Oncostoma,,2,0,北弯嘴霸鹟 (Oncostoma cinereigulare); 南弯嘴霸鹟 (Oncostoma olivaceum)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Ornithion,,3,0,黄腹小霸鹟 (Ornithion semiflavum); 褐顶小霸鹟 (Ornithion brunneicapillus); 白眼先小霸鹟 (Ornithion inerme)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Phelpsia,,1,0,白须短嘴霸鹟 (Phelpsia inornata)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Philohydor,,1,0,小食蝇霸鹟 (Philohydor lictor)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Phyllomyias,,9,0,绿色小霸鹟 (Phyllomyias virescens); 里氏小霸鹟 (Phyllomyias reiseri); 尤氏小霸鹟 (Phyllomyias urichi)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Phylloscartes,,14,0,欧氏姬霸鹟 (Phylloscartes oustaleti); 黄绿姬霸鹟 (Phylloscartes flavovirens); 橄榄绿姬霸鹟 (Phylloscartes virescens)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Piprites,,3,0,斑翅娇鹟 (Piprites chloris); 灰头娇鹟 (Piprites griseiceps); 黑顶娇鹟 (Piprites pileata)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pitangus,,1,0,大食蝇霸鹟 (Pitangus sulphuratus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Platyrinchus,,7,0,桂红冠铲嘴雀 (Platyrinchus saturatus); 短尾铲嘴雀 (Platyrinchus cancrominus); 白喉铲嘴雀 (Platyrinchus mystaceus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Poecilotriccus,,12,0,棕顶哑霸鹟 (Poecilotriccus ruficeps); 红头哑霸鹟 (Poecilotriccus luluae); 白颊哑霸鹟 (Poecilotriccus albifacies)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pogonotriccus,,9,0,巴西姬霸鹟 (Pogonotriccus difficilis); 南须霸鹟 (Pogonotriccus eximius); 纹脸须霸鹟 (Pogonotriccus ophthalmicus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Polystictus,,2,0,灰背多斑霸鹟 (Polystictus superciliaris); 须多斑霸鹟 (Polystictus pectoralis)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pseudelaenia,,1,0,灰白小霸鹟 (Pseudelaenia leucospodia)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pseudocolopteryx,,5,0,冠多拉霸鹟 (Pseudocolopteryx sclateri); 亚热带多拉霸鹟 (Pseudocolopteryx acutipennis); 南美多拉霸鹟 (Pseudocolopteryx dinelliana)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pseudotriccus,,3,0,铜绿侏霸鹟 (Pseudotriccus pelzelni); 褐额侏霸鹟 (Pseudotriccus simplex); 棕头侏霸鹟 (Pseudotriccus ruficeps)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pyrocephalus,,2,0,小朱红霸鹟 (Pyrocephalus nanus); 猩红霸鹟 (Pyrocephalus rubinus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pyrope,,1,0,红眼蒙霸鹟 (Pyrope pyrope)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Pyrrhomyias,,1,0,桂红霸鹟 (Pyrrhomyias cinnamomeus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Ramphotrigon,,4,0,大头扁嘴霸鹟 (Ramphotrigon megacephalum); 棕尾扁嘴霸鹟 (Ramphotrigon ruficauda); 火红霸鹟 (Ramphotrigon flammulatum)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Rhynchocyclus,,5,0,眼环扁嘴霸鹟 (Rhynchocyclus brevirostris); 西绿扁嘴霸鹟 (Rhynchocyclus aequinoctialis); 绿扁嘴霸鹟 (Rhynchocyclus olivaceus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Rhytipterna,,3,0,棕悲霸鹟 (Rhytipterna holerythra); 灰悲霸鹟 (Rhytipterna simplex); 淡腹悲霸鹟 (Rhytipterna immunda)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Satrapa,,1,0,黄眉霸鹟 (Satrapa icterophrys)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Sayornis,,3,0,棕腹长尾霸鹟 (Sayornis saya); 灰胸长尾霸鹟 (Sayornis phoebe); 黑长尾霸鹟 (Sayornis nigricans)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Serpophaga,,5,0,灰姬霸鹟 (Serpophaga cinerea); 河姬霸鹟 (Serpophaga hypoleuca); 烟姬霸鹟 (Serpophaga nigricans)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Silvicultrix,,5,0,冠唧霸鹟 (Silvicultrix frontalis); Kalinowski's Chat-Tyrant (Silvicultrix spodionota); 杰氏唧霸鹟 (Silvicultrix jelskii)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Sirystes,,4,0,白翅西利霸鹟 (Sirystes albogriseus); 白腰西利霸鹟 (Sirystes albocinereus); 托氏西利霸鹟 (Sirystes subcanescens)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Stigmatura,,3,0,小霸鹟 (Stigmatura napensis); 巴伊小霸鹟 (Stigmatura bahiae); 大霸鹟 (Stigmatura budytoides)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Sublegatus,,3,0,北灌丛霸鹟 (Sublegatus arenarum); 亚马孙灌丛霸鹟 (Sublegatus obscurior); 南灌丛霸鹟 (Sublegatus modestus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Suiriri,,1,0,平原霸鹟 (Suiriri suiriri)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Syrtidicola,,1,0,小地霸鹟 (Syrtidicola fluviatilis)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Tachuris,,1,0,多色苇霸鹟 (Tachuris rubrigastra)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Taeniotriccus,,1,0,黑胸霸鹟 (Taeniotriccus andrei)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Todirostrum,,7,0,斑哑霸鹟 (Todirostrum maculatum); 灰头哑霸鹟 (Todirostrum poliocephalum); 哑霸鹟 (Todirostrum cinereum)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Tolmomyias,,7,0,黄绿霸鹟 (Tolmomyias sulphurescens); 黄眼霸鹟 (Tolmomyias traylori); 黄翅霸鹟 (Tolmomyias flavotectus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Tyranniscus,,3,0,黑顶小霸鹟 (Tyranniscus nigrocapillus); 灰头小霸鹟 (Tyranniscus cinereiceps); 褐腰小霸鹟 (Tyranniscus uropygialis)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Tyrannopsis,,1,0,黄白喉霸鹟 (Tyrannopsis sulphurea)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Tyrannulus,,1,0,黄顶小霸鹟 (Tyrannulus elatus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Tyrannus,,13,0,叉尾王霸鹟 (Tyrannus savana); 白喉王霸鹟 (Tyrannus albogularis); 热带王霸鹟 (Tyrannus melancholicus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Uromyias,,2,0,敏雀霸鹟 (Uromyias agilis); 无纹雀霸鹟 (Uromyias agraphia)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Xenotriccus,,2,0,带霸鹟 (Xenotriccus callizonus); 墨西哥霸鹟 (Xenotriccus mexicanus)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Xolmis,,2,0,白腰蒙霸鹟 (Xolmis velatus); 白蒙霸鹟 (Xolmis irupero)
Passeriformes,雀形目,Tyrannidae,Tyrant Flycatchers and Allies,,Zimmerius,,13,0,红嘴小霸鹟 (Zimmerius cinereicapilla); 绿头小霸鹟 (Zimmerius villarejoi); 短嘴绿头小霸鹟 (Zimmerius chicomendesi)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Artamella,,1,0,白头钩嘴鵙 (Artamella viridis)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Bias,,1,0,黑白鵙鹟 (Bias musicus)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Calicalicus,,2,0,红尾钩嘴鵙 (Calicalicus madagascariensis); 红肩钩嘴鵙 (Calicalicus rufocarpalis)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Cyanolanius,,2,0,蓝钩嘴鵙 (Cyanolanius madagascarinus); 科摩罗蓝钩嘴鵙 (Cyanolanius comorensis)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Euryceros,,1,0,盔鵙 (Euryceros prevostii)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Falculea,,1,0,弯嘴鵙 (Falculea palliata)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Hemipus,,2,0,黑翅鹟鵙 (Hemipus hirundinaceus); 褐背鹟鵙 (Hemipus picatus)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Hypositta,,1,0,红嘴钩嘴鵙 (Hypositta corallirostris)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Leptopterus,,1,0,黑钩嘴鵙 (Leptopterus chabert)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Megabyas,,1,0,非洲鵙鹟 (Megabyas flammulatus)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Mystacornis,,1,0,克氏须鹛 (Mystacornis crossleyi)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Newtonia,,4,0,阿氏牛顿莺 (Newtonia archboldi); 棕尾牛顿莺 (Newtonia brunneicauda); 暗牛顿莺 (Newtonia amphichroa)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Oriolia,,1,0,黑头莺嘴鵙 (Oriolia bernieri)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Philentoma,,2,0,栗胸王鵙 (Philentoma velata); 棕翅王鵙 (Philentoma pyrhoptera)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Prionops,,8,0,长冠盔鵙 (Prionops plumatus); 灰冠盔鵙 (Prionops poliolophus); 黄冠盔鵙 (Prionops alberti)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Pseudobias,,1,0,瓦氏鹟 (Pseudobias wardi)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Schetba,,1,0,棕钩嘴鵙 (Schetba rufa)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Tephrodornis,,4,0,西钩嘴林鵙 (Tephrodornis sylvicola); 钩嘴林鵙 (Tephrodornis virgatus); 林鵙 (Tephrodornis pondicerianus)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Tylas,,1,0,泰拉钩嘴鵙 (Tylas eduardi)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Vanga,,1,0,钩嘴鵙 (Vanga curvirostris)
Passeriformes,雀形目,Vangidae,"Vangas, Helmetshrikes, and Allies",,Xenopirostris,,3,0,白额厚嘴鵙 (Xenopirostris polleni); 拉氏厚嘴鵙 (Xenopirostris xenopirostris); 范氏厚嘴鵙 (Xenopirostris damii)
Passeriformes,雀形目,Viduidae,Whydahs and Indigobirds,,Anomalospiza,,1,0,寄生维达雀 (Anomalospiza imberbis)
Passeriformes,雀形目,Viduidae,Whydahs and Indigobirds,,Vidua,,19,0,乐园维达雀 (Vidua paradisaea); 宽尾维达雀 (Vidua obtusa); 多哥维达雀 (Vidua togoensis)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Cyclarhis,,2,0,黑嘴鵙雀 (Cyclarhis nigrirostris); 棕眉鵙雀 (Cyclarhis gujanensis)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Erpornis,,1,0,白腹凤鹛 (Erpornis zantholeuca)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Hylophilus,,8,0,灰眼绿莺雀 (Hylophilus amaurocephalus); 棕顶绿莺雀 (Hylophilus poicilotis); 橄榄绿莺雀 (Hylophilus olivaceus)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Pachysylvia,,5,0,灰头绿莺雀 (Pachysylvia decurtata); 乌顶绿莺雀 (Pachysylvia hypoxantha); 黄颊绿莺雀 (Pachysylvia muscicapina)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Tunchiornis,,4,0,褐顶绿莺雀 (Tunchiornis ochraceiceps); Rufous-fronted Greenlet (Tunchiornis ferrugineifrons); Guianan Greenlet (Tunchiornis luteifrons)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Vireo,,33,0,金莺雀 (Vireo hypochryseus); 蓝顶绿莺雀 (Vireo sclateri); 费城莺雀 (Vireo philadelphicus)
Passeriformes,雀形目,Vireonidae,"Shrike-babblers, Erpornis, and Vireos",,Vireolanius,,4,0,栗胁鵙雀 (Vireolanius melitophrys); 绿鵙雀 (Vireolanius pulchellus); 黄眉鵙雀 (Vireolanius eximius)
Passeriformes,雀形目,Zeledoniidae,Wrenthrush,,Zeledonia,,1,0,冠鹩森莺 (Zeledonia coronata)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Apalopteron,,1,0,笠原绣眼鸟 (Apalopteron familiare)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Cleptornis,,1,0,金绣眼鸟 (Cleptornis marchei)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Dasycrotapha,,3,0,鬓松穗鹛 (Dasycrotapha speciosa); 短尾侏穗鹛 (Dasycrotapha pygmaea); 侏穗鹛 (Dasycrotapha plateni)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Heleia,,10,0,灰喉冠绣眼鸟 (Heleia javanica); 灰巾冠绣眼鸟 (Heleia pinaiae); 侏绣眼鸟 (Heleia squamifrons)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Megazosterops,,1,0,帕劳绣眼鸟 (Megazosterops palauensis)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Parayuhina,,1,0,白领凤鹛 (Parayuhina diademata)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Rukia,,2,0,特鲁绣眼鸟 (Rukia ruki); 波纳绣眼鸟 (Rukia longirostra)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Sterrhoptilus,,4,0,棕头穗鹛 (Sterrhoptilus capitalis); 金冠穗鹛 (Sterrhoptilus dennistouni); 卡拉黑冠穗鹛 (Sterrhoptilus affinis)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Tephrozosterops,,1,0,双色绣眼鸟 (Tephrozosterops stalkeri)
Passeriformes,雀形目,Zosteropidae,"White-eyes, Yuhinas, and Allies",,Zosterornis,,5,0,巴拉望穗鹛 (Zosterornis hypogrammicus); 纹穗鹛 (Zosterornis striatus); 怀氏穗鹛 (Zosterornis whiteheadi)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Agamia,,1,0,栗腹鹭 (Agamia agami)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Ardea,,16,0,白颈鹭 (Ardea pacifica); 大白鹭 (Ardea alba); 非洲中白鹭 (Ardea brachyrhyncha)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Ardeola,,6,0,印度池鹭 (Ardeola grayii); 池鹭 (Ardeola bacchus); 爪哇池鹭 (Ardeola speciosa)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Botaurus,,14,0,纹背苇鳽 (Botaurus involucris); 姬苇鳽 (Botaurus exilis); 褐麻鳽 (Botaurus poiciloptilus)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Butorides,,4,0,绿鹭 (Butorides atricapilla); 北美绿鹭 (Butorides striata); 加岛绿鹭 (Butorides sundevalli)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Calherodius,,1,0,白背夜鹭 (Calherodius leuconotus)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Cochlearius,,1,0,船嘴鹭 (Cochlearius cochlearius)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Egretta,,12,0,斑鹭 (Egretta picata); 小蓝鹭 (Egretta caerulea); 三色鹭 (Egretta tricolor)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Nyctanassa,,2,0,百慕大夜鹭 (Nyctanassa carcinocatactes); 黄冠夜鹭 (Nyctanassa violacea)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Nycticorax,,6,0,夜鹭 (Nycticorax nycticorax); 留岛夜鹭 (Nycticorax duboisi); 毛里求斯夜鹭 (Nycticorax mauritianus)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Pilherodius,,1,0,蓝嘴黑顶鹭 (Pilherodius pileatus)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Syrigma,,1,0,啸鹭 (Syrigma sibilatrix)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Tigriornis,,1,0,白冠虎鹭 (Tigriornis leucolopha)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Tigrisoma,,3,0,栗虎鹭 (Tigrisoma lineatum); 裸喉虎鹭 (Tigrisoma mexicanum); 横纹虎鹭 (Tigrisoma fasciatum)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Zebrilus,,1,0,波斑鹭 (Zebrilus undulatus)
Pelecaniformes,鹈形目,Ardeidae,"Herons, Egrets, and Bitterns",,Zonerodius,,1,0,林鳽 (Zonerodius heliosylus)
Pelecaniformes,鹈形目,Balaenicipitidae,Shoebill,,Balaeniceps,,1,0,鲸头鹳 (Balaeniceps rex)
Pelecaniformes,鹈形目,Pelecanidae,Pelicans,,Pelecanus,,8,0,美洲鹈鹕 (Pelecanus erythrorhynchos); 秘鲁鹈鹕 (Pelecanus thagus); 褐鹈鹕 (Pelecanus occidentalis)
Pelecaniformes,鹈形目,Scopidae,Hamerkop,,Scopus,,1,0,锤头鹳 (Scopus umbretta)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Bostrychia,,5,0,绿背鹮 (Bostrychia olivacea); 侏绿背鹮 (Bostrychia bocagei); 斑胸鹮 (Bostrychia rara)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Cercibis,,1,0,长尾鹮 (Cercibis oxycerca)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Eudocimus,,2,0,美洲红鹮 (Eudocimus ruber); 美洲白鹮 (Eudocimus albus)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Geronticus,,2,0,隐鹮 (Geronticus eremita); 秃鹮 (Geronticus calvus)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Lophotibis,,1,0,凤头林鹮 (Lophotibis cristata)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Mesembrinibis,,1,0,绿鹮 (Mesembrinibis cayennensis)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Phimosus,,1,0,裸脸鹮 (Phimosus infuscatus)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Plegadis,,3,0,彩鹮 (Plegadis falcinellus); 白脸彩鹮 (Plegadis chihi); 秘鲁彩鹮 (Plegadis ridgwayi)
Pelecaniformes,鹈形目,Threskiornithidae,Ibises and Spoonbills,,Theristicus,,4,0,铅色鹮 (Theristicus caerulescens); 黄颈鹮 (Theristicus caudatus); 黑脸鹮 (Theristicus melanopis)
Phaethontiformes,鹲形目,Phaethontidae,Tropicbirds,,Phaethon,,3,0,红嘴鹲 (Phaethon aethereus); 红尾鹲 (Phaethon rubricauda); 白尾鹲 (Phaethon lepturus)
Phoenicopteriformes,红鹳目,Phoenicopteridae,Flamingos,,Phoeniconaias,,1,0,小红鹳  (Phoeniconaias minor)
Phoenicopteriformes,红鹳目,Phoenicopteridae,Flamingos,,Phoenicoparrus,,2,0,安第斯红鹳 (Phoenicoparrus andinus); 秘鲁红鹳 (Phoenicoparrus jamesi)
Phoenicopteriformes,红鹳目,Phoenicopteridae,Flamingos,,Phoenicopterus,,3,0,智利红鹳 (Phoenicopterus chilensis); 大红鹳 (Phoenicopterus roseus); 美洲红鹳 (Phoenicopterus ruber)
Piciformes,䴕形目,Capitonidae,New World Barbets,,Capito,,11,0,红顶拟啄木鸟 (Capito aurovirens); 黑环拟啄木鸟 (Capito dayi); 斑冠拟啄木鸟 (Capito maculicoronatus)
