status,Genus,Suggested Chinese genus name,Shared suffix,CBR species count,Example species,Method
not_used,Pseudibis,,白肩黑鹮,1,白肩黑鹮 (Pseudibis davisoni),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pseudobulweria,,钩嘴圆尾鹱,1,钩嘴圆尾鹱 (Pseudobulweria rostrata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pseudopodoces,,地山雀,1,地山雀 (Pseudopodoces humilis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Psilopogon,拟啄木鸟属,拟啄木鸟,9,大拟啄木鸟 (Psilopogon virens); 斑头绿拟啄木鸟 (Psilopogon lineatus); 黄纹拟啄木鸟 (Psilopogon faiostrictus); 金喉拟啄木鸟 (Psilopogon franklinii); 黑眉拟啄木鸟 (Psilopogon faber); 台湾拟啄木鸟 (Psilopogon nuchalis); 蓝喉拟啄木鸟 (Psilopogon asiaticus); 蓝耳拟啄木鸟 (Psilopogon cyanotis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Psittacula,鹦鹉属,鹦鹉,7,灰头鹦鹉 (Psittacula finschii); 青头鹦鹉 (Psittacula himalayana); 花头鹦鹉 (Psittacula roseata); 绯胸鹦鹉 (Psittacula alexandri); 大紫胸鹦鹉 (Psittacula derbiana); 亚历山大鹦鹉 (Psittacula eupatria); 红领绿鹦鹉 (Psittacula krameri),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Psittinus,,蓝腰鹦鹉,1,蓝腰鹦鹉 (Psittinus cyanurus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pterocles,,黑腹沙鸡,1,黑腹沙鸡 (Pterocles orientalis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pterodroma,圆尾鹱属,圆尾鹱,3,棕头圆尾鹱 (Pterodroma solandri); 信使圆尾鹱 (Pterodroma heraldica); 白额圆尾鹱 (Pterodroma hypoleuca),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pterorhinus,,鹛,17,棕臀噪鹛 (Pterorhinus gularis); 黄喉噪鹛 (Pterorhinus galbanus); 靛冠噪鹛 (Pterorhinus courtoisi); 栗颈噪鹛 (Pterorhinus ruficollis); 黑喉噪鹛 (Pterorhinus chinensis); 白颊噪鹛 (Pterorhinus sannio); 黑脸噪鹛 (Pterorhinus perspicillatus); 黑领噪鹛 (Pterorhinus pectoralis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pteruthius,鵙鹛属,鵙鹛,5,淡绿鵙鹛 (Pteruthius xanthochlorus); 栗喉鵙鹛 (Pteruthius melanotis); 棕腹鵙鹛 (Pteruthius rufiventer); 红翅鵙鹛 (Pteruthius aeralatus); 栗额鵙鹛 (Pteruthius intermedius),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Ptyonoprogne,岩燕属,岩燕,2,岩燕 (Ptyonoprogne rupestris); 纯色岩燕 (Ptyonoprogne concolor),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pucrasia,,勺鸡,1,勺鸡 (Pucrasia macrolopha),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Puffinus,,黑鹱,1,黑鹱 (Puffinus nativitatis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pycnonotus,,鹎,11,条耳鹎 (Pycnonotus conradi); 纹喉鹎 (Pycnonotus finlaysoni); 黄绿鹎 (Pycnonotus flavescens); 黄臀鹎 (Pycnonotus xanthorrhous); 白头鹎 (Pycnonotus sinensis); 台湾鹎 (Pycnonotus taivanus); 红耳鹎 (Pycnonotus jocosus); 白眉黄臀鹎 (Pycnonotus goiavier),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pyrgilauda,雪雀属,雪雀,3,棕颈雪雀 (Pyrgilauda ruficollis); 黑喉雪雀 (Pyrgilauda davidiana); 棕背雪雀 (Pyrgilauda blanfordi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pyrrhocorax,嘴山鸦属,嘴山鸦,2,红嘴山鸦 (Pyrrhocorax pyrrhocorax); 黄嘴山鸦 (Pyrrhocorax graculus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Pyrrhoplectes,,金枕黑雀,1,金枕黑雀 (Pyrrhoplectes epauletta),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Pyrrhula,灰雀属,灰雀,5,褐灰雀 (Pyrrhula nipalensis); 红头灰雀 (Pyrrhula erythrocephala); 灰头灰雀 (Pyrrhula erythaca); 台湾灰头灰雀 (Pyrrhula owstoni); 红腹灰雀 (Pyrrhula pyrrhula),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Rallina,斑秧鸡属,斑秧鸡,2,白喉斑秧鸡 (Rallina eurizonoides); 红腿斑秧鸡 (Rallina fasciata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Rallus,秧鸡属,秧鸡,2,西方秧鸡 (Rallus aquaticus); 普通秧鸡 (Rallus indicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Ramphiculus,,黑颏果鸠,1,黑颏果鸠 (Ramphiculus leclancheri),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Recurvirostra,,反嘴鹬,1,反嘴鹬 (Recurvirostra avosetta),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Regulus,戴菊属,戴菊,2,台湾戴菊 (Regulus goodfellowi); 戴菊 (Regulus regulus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Remiz,攀雀属,攀雀,4,欧亚攀雀 (Remiz pendulinus); 黑头攀雀 (Remiz macronyx); 白冠攀雀 (Remiz coronatus); 中华攀雀 (Remiz consobrinus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Rhipidura,扇尾鹟属,扇尾鹟,3,白喉扇尾鹟 (Rhipidura albicollis); 白眉扇尾鹟 (Rhipidura aureola); 菲律宾斑扇尾鹟 (Rhipidura nigritorquis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Rhodopechys,,红翅沙雀,1,红翅沙雀 (Rhodopechys sanguineus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Rhodospiza,,巨嘴沙雀,1,巨嘴沙雀 (Rhodospiza obsoleta),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Rhodostethia,,楔尾鸥,1,楔尾鸥 (Rhodostethia rosea),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Rhopophilus,山鹛属,山鹛,2,山鹛 (Rhopophilus pekinensis); 西域山鹛 (Rhopophilus albosuperciliaris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Rhyticeros,,花冠皱盔犀鸟,1,花冠皱盔犀鸟 (Rhyticeros undulatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Riparia,沙燕属,沙燕,3,灰喉沙燕 (Riparia chinensis); 崖沙燕 (Riparia riparia); 淡色沙燕 (Riparia diluta),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Rissa,,三趾鸥,1,三趾鸥 (Rissa tridactyla),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Rostratula,,彩鹬,1,彩鹬 (Rostratula benghalensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Rubigula,,黑冠黄鹎,1,黑冠黄鹎 (Rubigula flaviventris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sarcogyps,,黑兀鹫,1,黑兀鹫 (Sarcogyps calvus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sarkidiornis,,瘤鸭,1,瘤鸭 (Sarkidiornis melanotos),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Saroglossa,,斑翅椋鸟,1,斑翅椋鸟 (Saroglossa spilopterus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sasia,,白眉棕啄木鸟,1,白眉棕啄木鸟 (Sasia ochracea),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Saundersilarus,,黑嘴鸥,1,黑嘴鸥 (Saundersilarus saundersi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Saxicola,,䳭,6,黑白林䳭 (Saxicola jerdoni); 灰林䳭 (Saxicola ferreus); 草原石䳭 (Saxicola rubetra); 白斑黑石䳭 (Saxicola caprata); 白喉石䳭 (Saxicola insignis); 黑喉石䳭 (Saxicola maurus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Schoeniparus,雀鹛属,雀鹛,6,黄喉雀鹛 (Schoeniparus cinereus); 栗头雀鹛 (Schoeniparus castaneceps); 金额雀鹛 (Schoeniparus variegaticeps); 棕喉雀鹛 (Schoeniparus rufogularis); 褐胁雀鹛 (Schoeniparus dubius); 褐顶雀鹛 (Schoeniparus brunneus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Scolopax,,丘鹬,1,丘鹬 (Scolopax rusticola),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Serilophus,丝冠鸟属,丝冠鸟,2,灰眼先丝冠鸟 (Serilophus rubropygius); 银胸丝冠鸟 (Serilophus lunatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Serinus,,金额丝雀,1,金额丝雀 (Serinus pusillus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sibirionetta,,花脸鸭,1,花脸鸭 (Sibirionetta formosa),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sitta,,䴓,11,普通䴓 (Sitta europaea); 栗臀䴓 (Sitta nagaensis); 栗腹䴓 (Sitta cinnamoventris); 白尾䴓 (Sitta himalayensis); 滇䴓 (Sitta yunnanensis); 黑头䴓 (Sitta villosa); 白脸䴓 (Sitta przewalskii); 绒额䴓 (Sitta frontalis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Sittiparus,杂色山雀属,杂色山雀,2,杂色山雀 (Sittiparus varius); 台湾杂色山雀 (Sittiparus castaneoventris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Spatula,,鸭,2,白眉鸭 (Spatula querquedula); 琵嘴鸭 (Spatula clypeata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Spelaeornis,鹩鹛属,鹩鹛,4,锈喉鹩鹛 (Spelaeornis badeigularis); 斑翅鹩鹛 (Spelaeornis troglodytoides); 淡喉鹩鹛 (Spelaeornis kinneari); 灰腹鹩鹛 (Spelaeornis reptatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Spilopelia,斑鸠属,斑鸠,2,珠颈斑鸠 (Spilopelia chinensis); 棕斑鸠 (Spilopelia senegalensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Spilornis,,蛇雕,1,蛇雕 (Spilornis cheela),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Spinus,黄雀属,黄雀,2,藏黄雀 (Spinus thibetanus); 黄雀 (Spinus spinus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Spizixos,雀嘴鹎属,雀嘴鹎,2,凤头雀嘴鹎 (Spizixos canifrons); 领雀嘴鹎 (Spizixos semitorques),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Spodiopsar,椋鸟属,椋鸟,2,丝光椋鸟 (Spodiopsar sericeus); 灰椋鸟 (Spodiopsar cineraceus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Stachyris,穗鹛属,穗鹛,5,黑头穗鹛 (Stachyris nigriceps); 弄岗穗鹛 (Stachyris nonggangensis); 黑胸楔嘴穗鹛 (Stachyris humei); 楔嘴穗鹛 (Stachyris roberti); 斑颈穗鹛 (Stachyris strialata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Staphida,凤鹛属,凤鹛,2,栗耳凤鹛 (Staphida castaniceps); 栗颈凤鹛 (Staphida torqueola),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Stercorarius,贼鸥属,贼鸥,4,长尾贼鸥 (Stercorarius longicaudus); 短尾贼鸥 (Stercorarius parasiticus); 中贼鸥 (Stercorarius pomarinus); 南极贼鸥 (Stercorarius maccormicki),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Sterna,燕鸥属,燕鸥,5,黄嘴河燕鸥 (Sterna aurantia); 普通燕鸥 (Sterna hirundo); 黑枕燕鸥 (Sterna sumatrana); 粉红燕鸥 (Sterna dougallii); 黑腹燕鸥 (Sterna acuticauda),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sternula,,白额燕鸥,1,白额燕鸥 (Sternula albifrons),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Streptopelia,斑鸠属,斑鸠,4,欧斑鸠 (Streptopelia turtur); 山斑鸠 (Streptopelia orientalis); 灰斑鸠 (Streptopelia decaocto); 火斑鸠 (Streptopelia tranquebarica),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Strix,林鸮属,林鸮,4,褐林鸮 (Strix leptogrammica); 灰林鸮 (Strix nivicolum); 长尾林鸮 (Strix uralensis); 乌林鸮 (Strix nebulosa),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Sturnia,椋鸟属,椋鸟,3,灰背椋鸟 (Sturnia sinensis); 灰头椋鸟 (Sturnia malabarica); 黑冠椋鸟 (Sturnia pagodarum),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sturnus,,紫翅椋鸟,1,紫翅椋鸟 (Sturnus vulgaris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Sula,鲣鸟属,鲣鸟,3,红脚鲣鸟 (Sula sula); 褐鲣鸟 (Sula leucogaster); 蓝脸鲣鸟 (Sula dactylatra),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Surnia,,猛鸮,1,猛鸮 (Surnia ulula),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Surniculus,,乌鹃,1,乌鹃 (Surniculus lugubris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Suthora,鸦雀属,鸦雀,12,白眶鸦雀 (Suthora conspicillata); 棕头鸦雀 (Suthora webbiana); 灰喉鸦雀 (Suthora alphonsiana); 褐翅鸦雀 (Suthora brunnea); 云南鸦雀 (Suthora ricketti); 暗色鸦雀 (Suthora zappeyi); 灰冠鸦雀 (Suthora przewalskii); 黄额鸦雀 (Suthora fulvifrons),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sylvia,,黑顶林莺,1,黑顶林莺 (Sylvia atricapilla),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Sylviparus,,黄眉林雀,1,黄眉林雀 (Sylviparus modestus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Synoicus,,蓝胸鹑,1,蓝胸鹑 (Synoicus chinensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Synthliboramphus,海雀属,海雀,2,扁嘴海雀 (Synthliboramphus antiquus); 冠海雀 (Synthliboramphus wumizusume),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Syrmaticus,长尾雉属,长尾雉,4,白冠长尾雉 (Syrmaticus reevesii); 黑长尾雉 (Syrmaticus mikado); 白颈长尾雉 (Syrmaticus ellioti); 黑颈长尾雉 (Syrmaticus humiae),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Syrrhaptes,毛腿沙鸡属,毛腿沙鸡,2,西藏毛腿沙鸡 (Syrrhaptes tibetanus); 毛腿沙鸡 (Syrrhaptes paradoxus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tachybaptus,,小䴙䴘,1,小䴙䴘 (Tachybaptus ruficollis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tachymarptis,,高山雨燕,1,高山雨燕 (Tachymarptis melba),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tachyspiza,,鹰,4,褐耳鹰 (Tachyspiza badia); 赤腹鹰 (Tachyspiza soloensis); 日本松雀鹰 (Tachyspiza gularis); 松雀鹰 (Tachyspiza virgata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Tadorna,麻鸭属,麻鸭,3,翘鼻麻鸭 (Tadorna tadorna); 赤麻鸭 (Tadorna ferruginea); 冠麻鸭 (Tadorna cristata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Taenioptynx,,领鸺鹠,1,领鸺鹠 (Taenioptynx brodiei),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tarsiger,,鸲,8,白眉林鸲 (Tarsiger indicus); 台湾白眉林鸲 (Tarsiger formosanus); 金色林鸲 (Tarsiger chrysaeus); 台湾林鸲 (Tarsiger johnstoniae); 棕腹林鸲 (Tarsiger hyperythrus); 红胁蓝尾鸲 (Tarsiger cyanurus); 祁连山蓝尾鸲 (Tarsiger albocoeruleus); 蓝眉林鸲 (Tarsiger rufilatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Temnurus,,塔尾树鹊,1,塔尾树鹊 (Temnurus temnurus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tephrodornis,,钩嘴林鵙,1,钩嘴林鵙 (Tephrodornis virgatus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Terpsiphone,寿带属,寿带,4,印度寿带 (Terpsiphone paradisi); 中南寿带 (Terpsiphone affinis); 寿带 (Terpsiphone incei); 紫寿带 (Terpsiphone atrocaudata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Tesia,地莺属,地莺,2,灰腹地莺 (Tesia cyaniventer); 金冠地莺 (Tesia olivea),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Tetrao,松鸡属,松鸡,2,西方松鸡 (Tetrao urogallus); 黑嘴松鸡 (Tetrao urogalloides),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Tetraogallus,雪鸡属,雪鸡,3,藏雪鸡 (Tetraogallus tibetanus); 阿尔泰雪鸡 (Tetraogallus altaicus); 暗腹雪鸡 (Tetraogallus himalayensis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Tetraophasis,喉雉鹑属,喉雉鹑,2,红喉雉鹑 (Tetraophasis obscurus); 黄喉雉鹑 (Tetraophasis szechenyii),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Tetrastes,尾榛鸡属,尾榛鸡,2,花尾榛鸡 (Tetrastes bonasia); 斑尾榛鸡 (Tetrastes sewerzowi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tetrax,,小鸨,1,小鸨 (Tetrax tetrax),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Thalasseus,凤头燕鸥属,凤头燕鸥,4,白嘴端凤头燕鸥 (Thalasseus sandvicensis); 小凤头燕鸥 (Thalasseus bengalensis); 大凤头燕鸥 (Thalasseus bergii); 中华凤头燕鸥 (Thalasseus bernsteini),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Thinornis,,鸻,2,金眶鸻 (Thinornis dubius); 长嘴剑鸻 (Thinornis placidus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Threskiornis,,黑头白鹮,1,黑头白鹮 (Threskiornis melanocephalus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tichodroma,,红翅旋壁雀,1,红翅旋壁雀 (Tichodroma muraria),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tickellia,,宽嘴鹟莺,1,宽嘴鹟莺 (Tickellia hodgsoni),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Timalia,,红顶鹛,1,红顶鹛 (Timalia pileata),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Todiramphus,,白领翡翠,1,白领翡翠 (Todiramphus chloris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Tragopan,角雉属,角雉,5,黑头角雉 (Tragopan melanocephalus); 红胸角雉 (Tragopan satyra); 灰腹角雉 (Tragopan blythii); 红腹角雉 (Tragopan temminckii); 黄腹角雉 (Tragopan caboti),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Treron,绿鸠属,绿鸠,9,橙胸绿鸠 (Treron bicinctus); 灰头绿鸠 (Treron phayrei); 厚嘴绿鸠 (Treron curvirostra); 黄脚绿鸠 (Treron phoenicopterus); 针尾绿鸠 (Treron apicauda); 白腹针尾绿鸠 (Treron seimundi); 楔尾绿鸠 (Treron sphenurus); 红翅绿鸠 (Treron sieboldii),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tringa,,鹬,10,白腰草鹬 (Tringa ochropus); 灰尾漂鹬 (Tringa brevipes); 漂鹬 (Tringa incana); 林鹬 (Tringa glareola); 泽鹬 (Tringa stagnatilis); 红脚鹬 (Tringa totanus); 小黄脚鹬 (Tringa flavipes); 小青脚鹬 (Tringa guttifer),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Trochalopteron,噪鹛属,噪鹛,14,纯色噪鹛 (Trochalopteron subunicolor); 蓝翅噪鹛 (Trochalopteron squamatum); 细纹噪鹛 (Trochalopteron lineatum); 丽星噪鹛 (Trochalopteron imbricatum); 杂色噪鹛 (Trochalopteron variegatum); 黑顶噪鹛 (Trochalopteron affine); 玉山噪鹛 (Trochalopteron morrisonianum); 灰腹噪鹛 (Trochalopteron henrici),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Troglodytes,,鹪鹩,1,鹪鹩 (Troglodytes troglodytes),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tropicoperdix,,绿脚树鹧鸪,1,绿脚树鹧鸪 (Tropicoperdix chloropus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Turdus,,鸫,26,宝兴歌鸫 (Turdus mupinensis); 欧歌鸫 (Turdus philomelos); 槲鸫 (Turdus viscivorus); 乌鸫 (Turdus mandarinus); 白眉歌鸫 (Turdus iliacus); 欧乌鸫 (Turdus merula); 白头鸫 (Turdus niveiceps); 灰翅鸫 (Turdus boulboul),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Turnix,三趾鹑属,三趾鹑,3,黄脚三趾鹑 (Turnix tanki); 棕三趾鹑 (Turnix suscitator); 林三趾鹑 (Turnix sylvaticus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Tyto,,鸮,2,仓鸮 (Tyto javanica); 草鸮 (Tyto longimembris),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Upupa,,戴胜,1,戴胜 (Upupa epops),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Uria,,崖海鸦,1,崖海鸦 (Uria aalge),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Urile,鸬鹚属,鸬鹚,2,红脸鸬鹚 (Urile urile); 海鸬鹚 (Urile pelagicus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Urocissa,蓝鹊属,蓝鹊,4,台湾蓝鹊 (Urocissa caerulea); 黄嘴蓝鹊 (Urocissa flavirostris); 红嘴蓝鹊 (Urocissa erythroryncha); 白翅蓝鹊 (Urocissa whiteheadi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Urocynchramus,,朱鹀,1,朱鹀 (Urocynchramus pylzowi),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Urosphena,,鳞头树莺,1,鳞头树莺 (Urosphena squameiceps),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Vanellus,麦鸡属,麦鸡,6,凤头麦鸡 (Vanellus vanellus); 距翅麦鸡 (Vanellus duvaucelii); 灰头麦鸡 (Vanellus cinereus); 肉垂麦鸡 (Vanellus indicus); 黄颊麦鸡 (Vanellus gregarius); 白尾麦鸡 (Vanellus leucurus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Xema,,叉尾鸥,1,叉尾鸥 (Xema sabini),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Xenus,,翘嘴鹬,1,翘嘴鹬 (Xenus cinereus),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Yuhina,凤鹛属,凤鹛,6,黑颏凤鹛 (Yuhina nigrimenta); 褐头凤鹛 (Yuhina brunneiceps); 黄颈凤鹛 (Yuhina flavicollis); 白项凤鹛 (Yuhina bakeri); 纹喉凤鹛 (Yuhina gularis); 棕臀凤鹛 (Yuhina occipitalis),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Yungipicus,星头啄木鸟属,星头啄木鸟,2,星头啄木鸟 (Yungipicus canicapillus); 小星头啄木鸟 (Yungipicus kizuki),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Zapornia,田鸡属,田鸡,6,斑胁田鸡 (Zapornia paykullii); 棕背田鸡 (Zapornia bicolor); 红脚田鸡 (Zapornia akool); 小田鸡 (Zapornia pusilla); 姬田鸡 (Zapornia parva); 红胸田鸡 (Zapornia fusca),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
not_used,Zonotrichia,,白冠带鹀,1,白冠带鹀 (Zonotrichia leucophrys),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Zoothera,地鸫属,地鸫,8,长尾地鸫 (Zoothera dixoni); 淡背地鸫 (Zoothera mollissima); 喜山淡背地鸫 (Zoothera salimalii); 四川淡背地鸫 (Zoothera griseiceps); 大长嘴地鸫 (Zoothera monticola); 长嘴地鸫 (Zoothera marginata); 虎斑地鸫 (Zoothera aurea); 小虎斑地鸫 (Zoothera dauma),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
accepted,Zosterops,绣眼鸟属,绣眼鸟,5,红胁绣眼鸟 (Zosterops erythropleurus); 暗绿绣眼鸟 (Zosterops simplex); 日本绣眼鸟 (Zosterops japonicus); 灰腹绣眼鸟 (Zosterops palpebrosus); 低地绣眼鸟 (Zosterops meyeni),common Chinese species-name suffix; minimum 2 CBR species and suffix length >= 2
